
==============================================================================
SUMMARY — every coordinate tested, its source, and what ablation says
==============================================================================

### huggyllama/llama-7b
    revision: 4782ad278652c7c71b72204d462d6d01eaaf7549   baseline ppl: 5.39
    coordinate           source             weight   ppl x      KL  verdict
    L39[2202,4152]       found             -0.7866    x1.0   0.000  no effect
    L39[2202,6419]       found             -0.7280    x1.0   0.001  no effect
    L39[867,6419]        found             -0.4312    x1.0   0.002  no effect
    L39[867,2305]        found              0.2664    x1.0   0.000  no effect
    L39[867,4152]        found             -0.2065    x1.0   0.000  no effect
    L39[867,8399]        found             -0.1035    x1.0   0.000  no effect
    L39[3499,11375]      found             -0.1735    x1.0   0.000  no effect
    L39[3499,4985]       found              0.2229    x1.0   0.000  no effect
    L39[3499,8399]       found             -0.0332    x1.0  -0.000  no effect
    L39[3499,6767]       found              0.0779    x1.0   0.000  no effect
    L39[3275,8399]       found              0.2649    x1.0   0.000  no effect
    L39[3275,2305]       found             -0.2939    x1.0   0.000  no effect
    L39[3275,4090]       found              0.2534    x1.0   0.000  no effect
    L39[3275,9812]       found              0.5811    x1.0   0.000  no effect
    L2[2231,9332]        found              1.8418    x1.2   0.001  no effect
    L2[2231,12126]       found             -1.6611    x1.0   0.000  no effect
    L2[2231,7683]        found             -1.6660    x1.0   0.000  no effect
    L2[2230,2278]        found             -0.0487    x1.0   0.002  no effect
    L2[2230,6939]        found              0.0472    x1.0   0.000  no effect
    L2[3882,2278]        found              0.0380    x1.0   0.001  no effect
    L2[3882,6939]        found             -0.0559    x1.0   0.001  no effect
    L2[274,2278]         found              0.0299    x1.0   0.000  no effect
    L2[274,6939]         found             -0.0417    x1.0   0.000  no effect
    L39[2202,4090]       found              0.5088    x1.0   0.000  no effect
    L39[2202,11375]      found              0.7104    x1.0   0.000  no effect
    L39[2202,6767]       found             -0.8867    x1.0   0.000  no effect
    L39[2202,298]        found             -0.6924    x1.0   0.000  no effect
    L39[3499,6831]       found             -0.2017    x1.0   0.000  no effect
    L39[3499,11975]      found              0.1605    x1.0   0.000  no effect
    L39[3499,3653]       found             -0.1655    x1.0   0.000  no effect
    L39[3499,2892]       found              0.3098    x1.0   0.000  no effect
    L39[867,4985]        found              0.3210    x1.0   0.000  no effect
    L39[867,5730]        found              0.2340    x1.0   0.000  no effect
    L39[867,7868]        found              0.3909    x1.0   0.000  no effect
    L39[867,4090]        found             -0.1100    x1.0   0.000  no effect
    L39[185,8399]        found              0.1656    x1.0   0.000  no effect
    L39[185,2305]        found             -0.1908    x1.0   0.000  no effect
    L39[185,4090]        found              0.1305    x1.0   0.000  no effect
    L39[185,11375]       found             -0.1660    x1.0   0.000  no effect
    L39[2202,8459]       found             -0.4443    x1.0   0.000  no effect
    L39[2202,2982]       found              0.7075    x1.0   0.000  no effect
    L39[2202,8272]       found             -0.6577    x1.0   0.000  no effect
    L39[2202,5730]       found              0.5210    x1.0   0.000  no effect
    L39[3499,3780]       found             -0.1908    x1.0   0.000  no effect
    L39[3499,2305]       found             -0.0415    x1.0   0.000  no effect
    L39[3499,8230]       found             -0.1647    x1.0   0.000  no effect
    L39[3499,4509]       found              0.1284    x1.0   0.000  no effect
    L39[867,11940]       found             -0.3743    x1.0   0.000  no effect
    L39[867,1358]        found              0.3296    x1.0   0.000  no effect
    L39[867,4164]        found             -0.1968    x1.0   0.000  no effect
    L39[867,12241]       found              0.0748    x1.0   0.000  no effect
    L39[2557,6419]       found              0.0951    x1.0   0.000  no effect
    L39[2557,8032]       found              0.0605    x1.0   0.000  no effect
    L39[2557,1358]       found             -0.2101    x1.0   0.000  no effect
    L39[2557,4985]       found              0.1429    x1.0   0.000  no effect
    L39[2202,4164]       found              0.6299    x1.0   0.000  no effect
    L39[2202,5979]       found              0.5586    x1.0   0.000  no effect
    L39[2202,2798]       found             -0.8613    x1.0   0.000  no effect
    L39[2202,2210]       found              0.8799    x1.0   0.000  no effect
    L39[3499,3243]       found             -0.2441    x1.0   0.000  no effect
    L39[3499,11300]      found              0.1466    x1.0   0.000  no effect
    L39[3499,11966]      found             -0.1853    x1.0   0.000  no effect
    L39[3499,13675]      found              0.3213    x1.0   0.000  no effect
    L39[3991,4985]       found             -0.2656    x1.0   0.000  no effect
    L39[3991,8032]       found              0.0738    x1.0   0.000  no effect
    L39[3991,6831]       found              0.2014    x1.0   0.000  no effect
    L39[3991,6419]       found              0.1029    x1.0   0.000  no effect
    L39[867,11975]       found             -0.1290    x1.0   0.000  no effect
    L39[867,298]         found              0.0883    x1.0   0.000  no effect
    L39[867,13112]       found              0.1674    x1.0   0.000  no effect
    L39[867,2209]        found             -0.1821    x1.0   0.000  no effect
    => real super weights: none
    => Table 2 for this model: 0 of 2 confirmed by ablation

### huggyllama/llama-30b
    revision: 2b1edcdb3c7ced7bce6c1aa75c94545777c3118b   baseline ppl: 5.01
    coordinate           source             weight   ppl x      KL  verdict
    L3[5633,12817]       found + table2    -2.0293    x2.4   0.750  damaged
    L3[2229,12817]       found             -0.1617    x1.2   0.003  no effect
    L3[1848,12817]       found              0.0994    x1.0   0.005  no effect
    L3[375,12817]        found             -0.1157    x1.2   0.007  no effect
    L56[5633,14874]      found             -1.7686    x1.0   0.000  no effect
    L56[5633,14991]      found             -1.7080    x1.0   0.000  no effect
    L56[5633,1333]       found             -1.6084    x1.0   0.000  no effect
    L56[5633,12391]      found              2.0312    x1.0   0.000  no effect
    L56[94,14874]        found             -0.0594    x1.0   0.000  no effect
    L56[94,14991]        found             -0.0672    x1.0   0.000  no effect
    L56[94,1333]         found             -0.0707    x1.0   0.000  no effect
    L56[94,12391]        found              0.0940    x1.0   0.000  no effect
    L56[2229,5122]       found             -0.0897    x1.0   0.000  no effect
    L56[2229,8538]       found             -0.0877    x1.0   0.000  no effect
    L56[2229,14991]      found             -0.0534    x1.0   0.000  no effect
    L56[2229,7843]       found              0.0911    x1.0   0.000  no effect
    L56[4663,1333]       found              0.0477    x1.0   0.000  no effect
    L56[4663,14874]      found              0.0275    x1.0   0.000  no effect
    L56[4663,12391]      found             -0.0506    x1.0   0.000  no effect
    L56[4663,7843]       found             -0.0546    x1.0   0.000  no effect
    L57[5633,2365]       found              1.8066    x1.0   0.000  no effect
    L57[5633,9053]       found             -1.5762    x1.0   0.000  no effect
    L57[5633,14512]      found             -1.4229    x1.0   0.000  no effect
    L57[5633,7797]       found              1.5107    x1.0   0.000  no effect
    L57[2229,2365]       found              0.2761    x1.0   0.000  no effect
    L57[2229,9053]       found             -0.1980    x1.0   0.000  no effect
    L57[2229,7797]       found              0.1858    x1.0   0.000  no effect
    L57[2229,14512]      found             -0.1545    x1.0   0.000  no effect
    L57[4663,14201]      found              0.0966    x1.0   0.000  no effect
    L57[4663,5321]       found              0.1490    x1.0   0.000  no effect
    L57[4663,4666]       found             -0.0962    x1.0   0.000  no effect
    L57[4663,14725]      found              0.1116    x1.0   0.000  no effect
    L57[6254,3794]       found              0.7407    x1.0   0.000  no effect
    L57[6254,2365]       found              0.1385    x1.0   0.000  no effect
    L57[6254,14201]      found             -0.1993    x1.0   0.000  no effect
    L57[6254,10309]      found             -0.1990    x1.0   0.000  no effect
    L10[5633,16040]      found             -1.2734    x1.0   0.000  no effect
    L10[5633,14386]      found + table2    -1.2471    x1.0   0.000  no effect
    L10[5633,1652]       found             -1.1328    x1.0   0.000  no effect
    L10[5633,5295]       found             -1.1797    x1.0   0.000  no effect
    L10[375,16040]       found              0.3691    x1.1   0.001  no effect
    L10[375,14386]       found              0.5737    x1.1   0.001  no effect
    L10[375,1652]        found              0.3037    x1.0   0.000  no effect
    L10[375,5295]        found              0.3328    x1.0   0.000  no effect
    L10[94,16040]        found             -0.4177    x1.0   0.000  no effect
    L10[94,14386]        found             -0.2893    x1.0   0.000  no effect
    L10[94,1652]         found             -0.3789    x1.0   0.000  no effect
    L10[94,2912]         found             -0.3120    x1.0   0.000  no effect
    L10[4663,16040]      found              0.2644    x1.0   0.000  no effect
    L10[4663,14386]      found              0.4028    x1.0   0.000  no effect
    L10[4663,1652]       found              0.1914    x1.0   0.000  no effect
    L10[4663,5295]       found              0.2159    x1.0   0.000  no effect
    L59[6254,5143]       found             -0.5176    x1.0   0.000  no effect
    L59[6254,16117]      found             -0.8818    x1.0   0.000  no effect
    L59[6254,389]        found             -0.7158    x1.0   0.000  no effect
    L59[6254,6341]       found             -0.9326    x1.0   0.000  no effect
    L59[6495,5143]       found             -0.2155    x1.0   0.000  no effect
    L59[6495,16117]      found             -0.1510    x1.0   0.000  no effect
    L59[6495,10960]      found              0.1975    x1.0   0.000  no effect
    L59[6495,16301]      found              0.2449    x1.0   0.000  no effect
    L59[133,5143]        found              0.1132    x1.0   0.000  no effect
    L59[133,16301]       found             -0.2976    x1.0   0.000  no effect
    L59[133,10960]       found             -0.1978    x1.0   0.000  no effect
    L59[133,4873]        found              0.1937    x1.0   0.000  no effect
    L59[4065,5143]       found             -0.0828    x1.0   0.000  no effect
    L59[4065,7354]       found              0.1587    x1.0   0.000  no effect
    L59[4065,16301]      found              0.2208    x1.0   0.000  no effect
    L59[4065,4263]       found              0.1997    x1.0   0.000  no effect
    L55[5633,9270]       found              1.3271    x1.0   0.000  no effect
    L55[5633,16365]      found             -0.9990    x1.0   0.000  no effect
    L55[5633,10409]      found             -0.9800    x1.0   0.000  no effect
    L55[5633,2167]       found             -0.9351    x1.0   0.000  no effect
    L55[2229,3544]       found              0.2603    x1.0   0.000  no effect
    L55[2229,9270]       found              0.1348    x1.0   0.000  no effect
    L55[2229,10409]      found             -0.0782    x1.0   0.000  no effect
    L55[2229,2167]       found             -0.0729    x1.0   0.000  no effect
    L55[94,9270]         found              0.1060    x1.0   0.000  no effect
    L55[94,3544]         found              0.1058    x1.0   0.000  no effect
    L55[94,16365]        found             -0.0664    x1.0   0.000  no effect
    L55[94,16252]        found             -0.0704    x1.0   0.000  no effect
    L55[6254,3544]       found             -0.0707    x1.0   0.000  no effect
    L55[6254,1971]       found              0.1351    x1.0   0.000  no effect
    L55[6254,16365]      found             -0.0719    x1.0   0.000  no effect
    L55[6254,15742]      found              0.3313    x1.0   0.000  no effect
    L58[6254,15823]      found             -0.1929    x1.0   0.000  no effect
    L58[6254,14071]      found             -0.2805    x1.0   0.000  no effect
    L58[6254,2506]       found              0.3999    x1.0   0.000  no effect
    L58[6254,2011]       found             -0.3325    x1.0   0.000  no effect
    L58[6495,2011]       found             -0.3186    x1.0   0.000  no effect
    L58[6495,5236]       found             -0.1609    x1.0   0.000  no effect
    L58[6495,8811]       found              0.2343    x1.0   0.000  no effect
    L58[6495,2506]       found              0.1354    x1.0   0.000  no effect
    L58[54,15823]        found             -0.1228    x1.0   0.000  no effect
    L58[54,14071]        found             -0.2009    x1.0   0.000  no effect
    L58[54,12887]        found              0.2201    x1.0   0.000  no effect
    L58[54,10325]        found             -0.4707    x1.0   0.000  no effect
    L58[133,12887]       found             -0.1779    x1.0   0.000  no effect
    L58[133,5236]        found              0.1445    x1.0   0.000  no effect
    L58[133,2506]        found             -0.1230    x1.0   0.000  no effect
    L58[133,8811]        found             -0.1545    x1.0   0.000  no effect
    L55[5633,1971]       found              0.7378    x1.0   0.000  no effect
    L55[5633,814]        found             -0.4861    x1.0   0.000  no effect
    L55[5633,10857]      found             -0.9526    x1.0   0.000  no effect
    L55[5633,9236]       found             -0.9565    x1.0   0.000  no effect
    L55[2229,5998]       found             -0.0775    x1.0   0.000  no effect
    L55[2229,814]        found              0.0606    x1.0   0.000  no effect
    L55[2229,1971]       found             -0.0114    x1.0   0.000  no effect
    L55[2229,9236]       found             -0.0784    x1.0   0.000  no effect
    L55[94,5998]         found              0.0854    x1.0   0.000  no effect
    L55[94,1971]         found              0.0552    x1.0   0.000  no effect
    L55[94,10857]        found             -0.0576    x1.0   0.000  no effect
    L55[94,5197]         found              0.0624    x1.0   0.000  no effect
    L55[4663,1971]       found             -0.1116    x1.0   0.000  no effect
    L55[4663,814]        found              0.1445    x1.0   0.000  no effect
    L55[4663,5998]       found             -0.0853    x1.0   0.000  no effect
    L55[4663,9270]       found             -0.0565    x1.0   0.000  no effect
    L57[5633,5321]       found             -1.1826    x1.0   0.000  no effect
    L57[5633,13746]      found             -1.0850    x1.0   0.000  no effect
    L57[5633,4797]       found              0.9648    x1.0   0.000  no effect
    L57[5633,3638]       found              0.9883    x1.0   0.000  no effect
    L57[4663,13746]      found              0.1659    x1.0   0.000  no effect
    L57[4663,6396]       found             -0.1404    x1.0   0.000  no effect
    L57[4663,4797]       found             -0.1221    x1.0   0.000  no effect
    L57[4663,3638]       found             -0.1124    x1.0   0.000  no effect
    L57[375,5321]        found              0.1718    x1.0   0.000  no effect
    L57[375,13746]       found              0.1754    x1.0   0.000  no effect
    L57[375,4797]        found             -0.1686    x1.0   0.000  no effect
    L57[375,3188]        found              0.1372    x1.0   0.000  no effect
    L57[6254,10539]      found             -0.1880    x1.0   0.000  no effect
    L57[6254,14725]      found             -0.1683    x1.0   0.000  no effect
    L57[6254,5321]       found             -0.0399    x1.0   0.000  no effect
    L57[6254,4797]       found              0.1080    x1.0   0.000  no effect
    L3[5633,12426]       found              1.9834    x1.0   0.001  no effect
    L3[5633,17439]       found + table2    -2.0254    x1.0   0.001  no effect
    L3[5633,1824]        found              0.8843    x1.0   0.000  no effect
    L3[5633,8148]        found             -1.4023    x1.0   0.000  no effect
    L3[1140,12817]       found             -0.0450    x1.1   0.003  no effect
    L3[1140,12426]       found              0.0650    x1.0   0.000  no effect
    L3[4901,12817]       found              0.0452    x1.0   0.002  no effect
    L3[2440,12817]       found             -0.0323    x1.1   0.001  no effect
    L3[2440,12426]       found              0.0484    x1.0   0.000  no effect
    L3[2440,1824]        found              0.0498    x1.0   0.000  no effect
    L3[2440,6186]        found             -0.1464    x1.0   0.000  no effect
    L59[6254,2255]       found             -0.4998    x1.0   0.000  no effect
    L59[6254,10370]      found              0.7402    x1.0   0.000  no effect
    L59[6254,13234]      found             -0.6982    x1.0   0.000  no effect
    L59[6254,16779]      found             -0.6709    x1.0   0.000  no effect
    L59[6495,2255]       found             -0.1392    x1.0   0.000  no effect
    L59[6495,16779]      found             -0.4080    x1.0   0.000  no effect
    L59[6495,17727]      found              0.3704    x1.0   0.000  no effect
    L59[6495,4545]       found              0.4146    x1.0   0.000  no effect
    L59[5633,10370]      found             -1.2061    x1.0   0.000  no effect
    L59[5633,2255]       found              0.1108    x1.0   0.000  no effect
    L59[5633,3054]       found              0.7012    x1.0   0.000  no effect
    L59[5633,6686]       found             -0.8628    x1.0   0.000  no effect
    L59[133,16779]       found              0.2125    x1.0   0.000  no effect
    L59[133,2255]        found              0.0340    x1.0   0.000  no effect
    L59[133,17727]       found             -0.1400    x1.0   0.000  no effect
    L59[133,12997]       found              0.2162    x1.0   0.000  no effect
    L56[5633,17612]      found              0.4270    x1.0   0.000  no effect
    L56[5633,14050]      found              0.5879    x1.0   0.000  no effect
    L56[5633,8538]       found             -1.6543    x1.0   0.000  no effect
    L56[5633,5122]       found             -1.6650    x1.0   0.000  no effect
    L56[6254,14050]      found              0.1823    x1.0   0.000  no effect
    L56[6254,6450]       found             -0.5303    x1.0   0.000  no effect
    L56[6254,17612]      found             -0.0800    x1.0   0.000  no effect
    L56[375,14050]       found             -0.0695    x1.0   0.000  no effect
    L56[375,5791]        found              0.1139    x1.0   0.000  no effect
    L56[375,17612]       found             -0.0248    x1.0   0.000  no effect
    L56[375,4848]        found             -0.3438    x1.0   0.000  no effect
    L56[1865,14050]      found             -0.0369    x1.0   0.000  no effect
    L56[1865,5791]       found              0.0674    x1.0   0.000  no effect
    L56[1865,3965]       found             -0.1470    x1.0   0.000  no effect
    L56[1865,17612]      found              0.0143    x1.0   0.000  no effect
    L10[5633,2912]       found             -0.9409    x1.0   0.000  no effect
    L10[5633,17821]      found             -1.1729    x1.0   0.000  no effect
    L10[5633,3549]       found             -1.0762    x1.0   0.000  no effect
    L10[5633,905]        found             -1.0283    x1.0   0.000  no effect
    L10[6254,14386]      found             -0.1492    x1.0   0.000  no effect
    L10[6254,16040]      found             -0.1592    x1.0   0.000  no effect
    L10[6254,1652]       found             -0.1060    x1.0   0.000  no effect
    L10[1848,16040]      found             -0.1295    x1.0   0.000  no effect
    L10[1848,14386]      found             -0.0685    x1.0   0.000  no effect
    L10[1848,1652]       found             -0.1926    x1.0   0.000  no effect
    L10[1848,2912]       found             -0.1043    x1.0   0.000  no effect
    L10[375,2912]        found              0.2883    x1.0   0.000  no effect
    L10[375,17821]       found              0.2603    x1.0   0.000  no effect
    L10[375,3549]        found              0.2130    x1.0   0.000  no effect
    L10[375,6155]        found              0.2871    x1.0   0.000  no effect
    L58[4065,10850]      found              0.0941    x1.0   0.000  no effect
    L58[4065,9747]       found              0.0676    x1.0   0.000  no effect
    L58[4065,2641]       found             -0.3218    x1.0   0.000  no effect
    L58[4065,6516]       found              0.1455    x1.0   0.000  no effect
    L58[94,10850]        found             -0.1310    x1.0   0.000  no effect
    L58[94,9747]         found             -0.1160    x1.0   0.000  no effect
    L58[2440,10850]      found             -0.1214    x1.0   0.000  no effect
    L58[2440,9747]       found             -0.0981    x1.0   0.000  no effect
    L58[2439,10850]      found              0.0872    x1.0   0.000  no effect
    L58[2439,9747]       found              0.1077    x1.0   0.000  no effect
    L54[375,8421]        found             -0.7466    x1.0   0.000  no effect
    L54[2440,8421]       found             -0.3372    x1.0   0.000  no effect
    L54[5633,8421]       found              0.3066    x1.0   0.000  no effect
    L54[4663,8421]       found             -0.2844    x1.0   0.000  no effect
    L9[5633,12992]       found              0.9268    x1.0   0.000  no effect
    L9[5633,155]         found              0.8662    x1.0   0.000  no effect
    L9[5633,1840]        found              0.9150    x1.0   0.000  no effect
    L9[5633,9341]        found             -0.8599    x1.0   0.000  no effect
    L9[375,12992]        found             -0.3752    x1.0   0.000  no effect
    L9[375,155]          found             -0.2145    x1.0   0.000  no effect
    L9[375,1840]         found             -0.3521    x1.0   0.000  no effect
    L9[375,15665]        found              0.2272    x1.0   0.000  no effect
    L9[94,12992]         found              0.3335    x1.0   0.000  no effect
    L9[94,155]           found              0.2729    x1.0   0.000  no effect
    L9[94,9341]          found             -0.1674    x1.0   0.000  no effect
    L9[94,5287]          found             -0.1815    x1.0   0.000  no effect
    L9[6254,12992]       found              0.2483    x1.0   0.000  no effect
    L9[6254,155]         found              0.2966    x1.0   0.000  no effect
    L9[6254,1840]        found              0.2703    x1.0   0.000  no effect
    L9[6254,15665]       found             -0.2617    x1.0   0.000  no effect
    => real super weights: none
    => Table 2 for this model: 0 of 3 confirmed by ablation

### meta-llama/Llama-2-7b-hf
    revision: 01c7f73d771dfac7d292323805ebc428287df4f9   baseline ppl: 5.41
    coordinate           source             weight   ppl x      KL  verdict
    L1[2533,7890]        found + table2     1.5625    x1.4   0.243  damaged
    L1[2533,10411]       found             -1.4219    x1.1   0.004  no effect
    L1[1415,7890]        found             -0.9219    x3.0   0.014  damaged
    L1[1415,10411]       found              0.8750    x2.1   0.001  damaged
    L1[1512,7890]        found             -0.0938    x1.0   0.001  no effect
    L1[1076,10411]       found              0.1494    x1.0   0.001  no effect
    L1[1076,7890]        found             -0.0146    x1.0   0.000  no effect
    L1[1076,8731]        found              0.3711    x1.0   0.000  no effect
    L30[2533,3721]       found             -1.3047    x1.8   0.000  damaged
    L30[2533,7006]       found             -1.2344    x1.7   0.000  damaged
    L30[1415,3721]       found              0.7539    x1.3   0.000  no effect
    L30[1415,7006]       found              0.7656    x1.3   0.000  no effect
    L30[1512,3721]       found              0.0845    x1.0   0.000  no effect
    L30[1512,7006]       found              0.0544    x1.0   0.000  no effect
    L30[1076,3721]       found              0.0430    x1.0   0.001  no effect
    L30[1076,7006]       found              0.0364    x1.0   0.000  no effect
    L31[1512,3228]       found              1.7734    x1.0   0.001  no effect
    L31[1512,2164]       found             -0.7383    x1.0   0.000  no effect
    L31[1512,9305]       found             -1.2266    x1.0   0.000  no effect
    L31[1512,6055]       found             -0.3008    x1.0   0.000  no effect
    L31[2883,8733]       found              0.1699    x1.0   0.000  no effect
    L31[2883,6404]       found              0.0947    x1.0   0.000  no effect
    L31[2883,3717]       found              0.0703    x1.0   0.000  no effect
    L31[2883,2818]       found             -0.1748    x1.0   0.000  no effect
    L31[3241,3717]       found              0.1309    x1.0   0.002  no effect
    L31[3241,6055]       found             -0.0801    x1.0   0.000  no effect
    L31[3241,7648]       found              0.0991    x1.0   0.000  no effect
    L31[3241,8301]       found             -0.1074    x1.0   0.000  no effect
    L31[1360,3717]       found             -0.1377    x1.0   0.002  no effect
    L31[1360,6055]       found              0.0820    x1.0   0.000  no effect
    L31[1360,7648]       found             -0.0947    x1.0   0.000  no effect
    L31[1360,2164]       found             -0.0747    x1.0   0.000  no effect
    L31[1512,1625]       found             -0.7070    x1.0   0.000  no effect
    L31[1512,1134]       found             -0.5703    x1.0   0.000  no effect
    L31[1512,1523]       found              1.1562    x1.0   0.000  no effect
    L31[1512,5989]       found             -0.8945    x1.0   0.000  no effect
    L31[2002,1625]       found              0.1030    x1.0   0.000  no effect
    L31[2002,1134]       found              0.0791    x1.0   0.000  no effect
    L31[2002,8733]       found             -0.1377    x1.0   0.000  no effect
    L31[2002,6055]       found              0.0615    x1.0   0.000  no effect
    L31[2660,1625]       found              0.1191    x1.0   0.000  no effect
    L31[2660,1134]       found              0.0732    x1.0   0.000  no effect
    L31[2660,8733]       found             -0.1299    x1.0   0.000  no effect
    L31[2660,381]        found              0.1157    x1.0   0.000  no effect
    L31[2611,1625]       found              0.1045    x1.0   0.000  no effect
    L31[2611,148]        found              0.2139    x1.0   0.000  no effect
    L31[2611,1134]       found              0.0664    x1.0   0.000  no effect
    L31[2611,8733]       found             -0.1196    x1.0   0.000  no effect
    L30[2298,3721]       found              0.0408    x1.0   0.000  no effect
    L30[339,3721]        found              0.0325    x1.0   0.000  no effect
    L30[2168,3721]       found              0.0325    x1.0   0.000  no effect
    L30[3431,3721]       found             -0.0280    x1.0   0.000  no effect
    L29[2533,5162]       found             -0.9531    x1.0   0.000  no effect
    L29[2533,3619]       found             -0.6328    x1.0   0.000  no effect
    L29[1415,5162]       found              0.4805    x1.0   0.000  no effect
    L29[1415,3619]       found              0.4375    x1.0   0.000  no effect
    L29[1076,5162]       found              0.1768    x1.0   0.000  no effect
    L29[1076,3619]       found              0.0991    x1.0   0.000  no effect
    L29[2544,5162]       found             -0.1230    x1.0   0.000  no effect
    L29[2544,3619]       found             -0.0525    x1.0   0.000  no effect
    L31[1512,4186]       found              0.2275    x1.0   0.000  no effect
    L31[1512,1373]       found              0.3223    x1.0   0.000  no effect
    L31[1512,8697]       found             -0.3652    x1.0   0.000  no effect
    L31[1512,482]        found              0.4629    x1.0   0.000  no effect
    L31[3971,1625]       found             -0.0618    x1.0   0.000  no effect
    L31[3971,8733]       found              0.0938    x1.0   0.000  no effect
    L31[3971,1134]       found             -0.0459    x1.0   0.000  no effect
    L31[3971,148]        found             -0.1152    x1.0   0.000  no effect
    L31[2281,148]        found             -0.2949    x1.0   0.000  no effect
    L31[2281,1625]       found             -0.0640    x1.0   0.000  no effect
    L31[2281,8669]       found              0.2363    x1.0   0.000  no effect
    L31[2281,1134]       found             -0.0439    x1.0   0.000  no effect
    L31[2084,1625]       found              0.1309    x1.0   0.000  no effect
    L31[2084,1134]       found              0.1221    x1.0   0.000  no effect
    L31[2084,8733]       found             -0.1562    x1.0   0.000  no effect
    L31[2084,381]        found              0.1572    x1.0   0.000  no effect
    L30[2789,3721]       found              0.0220    x1.0   0.000  no effect
    L30[3135,3721]       found             -0.0236    x1.0   0.000  no effect
    L30[2533,6530]       found              1.0469    x1.0   0.000  no effect
    L30[2533,5931]       found             -0.8242    x1.0   0.000  no effect
    L30[2158,3721]       found              0.0126    x1.0   0.000  no effect
    L30[2158,7006]       found              0.0168    x1.0   0.000  no effect
    L31[1512,6515]       found              0.3457    x1.0   0.000  no effect
    L31[1512,2440]       found              0.3691    x1.0   0.000  no effect
    L31[1512,3348]       found             -1.1016    x1.0   0.000  no effect
    L31[1512,2818]       found              0.4199    x1.0   0.001  no effect
    L31[392,1625]        found             -0.0532    x1.0   0.000  no effect
    L31[392,8733]        found              0.0825    x1.0   0.000  no effect
    L31[392,1134]        found             -0.0364    x1.0   0.000  no effect
    L31[392,4186]        found              0.0408    x1.0   0.000  no effect
    L31[1176,1625]       found              0.0737    x1.0   0.000  no effect
    L31[1176,1134]       found              0.0579    x1.0   0.000  no effect
    L31[1176,8733]       found             -0.0791    x1.0   0.000  no effect
    L31[1176,5438]       found             -0.0923    x1.0   0.000  no effect
    L31[3971,6055]       found             -0.0342    x1.0   0.000  no effect
    L31[3971,9740]       found             -0.5508    x1.0   0.000  no effect
    L31[3971,1373]       found              0.0403    x1.0   0.000  no effect
    L31[3971,381]        found             -0.0479    x1.0   0.000  no effect
    L30[2393,3721]       found              0.0251    x1.0   0.000  no effect
    L30[310,3721]        found             -0.0143    x1.0   0.000  no effect
    L30[310,7006]        found             -0.0125    x1.0   0.000  no effect
    L30[3209,3721]       found             -0.0161    x1.0   0.000  no effect
    L30[1415,6530]       found             -0.7852    x1.0   0.000  no effect
    L30[1415,5931]       found              0.5000    x1.0   0.000  no effect
    L31[1512,6404]       found             -0.2988    x1.0   0.000  no effect
    L31[1512,5438]       found              0.2637    x1.0   0.000  no effect
    L31[1512,8301]       found              0.1934    x1.0   0.000  no effect
    L31[1512,5818]       found             -0.3359    x1.0   0.000  no effect
    L31[3241,6460]       found             -0.4219    x1.0   0.000  no effect
    L31[3241,381]        found             -0.1709    x1.0   0.001  no effect
    L31[3241,148]        found             -0.1758    x1.0   0.000  no effect
    L31[3241,3524]       found             -0.2441    x1.0   0.000  no effect
    L31[2298,1625]       found              0.0515    x1.0   0.000  no effect
    L31[2298,6515]       found             -0.1602    x1.0   0.000  no effect
    L31[2298,8733]       found             -0.0928    x1.0   0.000  no effect
    L31[2298,1373]       found             -0.0952    x1.0   0.000  no effect
    L31[3684,1625]       found              0.0869    x1.0   0.000  no effect
    L31[3684,1134]       found              0.0693    x1.0   0.000  no effect
    L31[3684,2818]       found              0.1660    x1.0   0.000  no effect
    L31[3684,381]        found              0.0947    x1.0   0.000  no effect
    L30[2350,3721]       found             -0.0114    x1.0   0.000  no effect
    L30[2350,7006]       found             -0.0101    x1.0   0.000  no effect
    L30[4071,3721]       found              0.0112    x1.0   0.000  no effect
    L30[4071,7006]       found              0.0088    x1.0   0.000  no effect
    L30[2469,3721]       found              0.0100    x1.0   0.000  no effect
    L30[2469,7006]       found              0.0111    x1.0   0.000  no effect
    L30[580,3721]        found             -0.0159    x1.0   0.000  no effect
    L31[1512,6853]       found             -0.5000    x1.0   0.000  no effect
    L31[1512,832]        found             -0.2754    x1.0   0.000  no effect
    L31[1512,7284]       found              0.3555    x1.0   0.000  no effect
    L31[1512,3524]       found              0.3379    x1.0   0.000  no effect
    L31[3208,1625]       found              0.0417    x1.0   0.000  no effect
    L31[3208,8733]       found             -0.0623    x1.0   0.000  no effect
    L31[3208,6515]       found             -0.0679    x1.0   0.000  no effect
    L31[3208,8301]       found             -0.0417    x1.0   0.000  no effect
    L31[149,1625]        found             -0.0613    x1.0   0.000  no effect
    L31[149,1134]        found             -0.0603    x1.0   0.000  no effect
    L31[149,4186]        found              0.0508    x1.0   0.000  no effect
    L31[149,8733]        found              0.0522    x1.0   0.000  no effect
    L31[3839,1625]       found              0.0918    x1.0   0.000  no effect
    L31[3839,1134]       found              0.0566    x1.0   0.000  no effect
    L31[3839,8733]       found             -0.0928    x1.0   0.000  no effect
    L31[3839,381]        found              0.0737    x1.0   0.000  no effect
    L30[490,3721]        found              0.0129    x1.0   0.000  no effect
    L30[363,3721]        found              0.0130    x1.0   0.000  no effect
    L30[257,3721]        found             -0.0066    x1.0   0.000  no effect
